Flight_id,Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,FlightDuration_minutes,Delay_Minutes,Early_minutes,Late_Minute,Cancelled,Cancellation_Reason,Passenger_Count,Ticket_Price,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
3486,United Airlines,8305,NBO - DXB,NBO,DXB,2024-02-28 13:42,2024-02-29 0:01,619,39,0,39,No,,73,118.98,UNKNOWN,6688,83.54,Economy,Yes,23kg,31.96,P42,UNKNOWN,4
3487,British Airways,5868,AMS - LHR,AMS,LHR,2025-08-15 18:43,2025-08-15 22:56,253,50,0,50,No,,202,567.78,CRJ900,12061,63.83,Business,No,23kg,34.33,E45,UNKNOWN,19
3488,Lufthansa,5940,FRA - DXB,FRA,DXB,2022-04-03 8:09,2022-04-03 19:56,707,68,0,68,No,,285,183.08,A380,12382,100,Business,No,2pc,26.49,V40,T2,5
3489,Qatar Airways,9253,LOS - JFK,LOS,JFK,2020-10-10 3:39,2020-10-10 13:32,593,62,0,62,No,,236,550.12,UNKNOWN,6203,100,Economy,No,20kg,12.7,T4,T4,19
3490,South African Airways,2358,LHR - LOS,LHR,LOS,2025-06-17 5:01,2025-06-17 14:38,577,-15,15,0,No,,249,379.69,A320,UNKNOWN,100,First,UNKNOWN,20kg,33.37,U6,T4,17
3491,Air France,1200,IST - LOS,IST,LOS,2024-08-17 12:58,2024-08-17 17:02,244,66,0,66,No,,123,570.35,B777,10538,100,Economy,No,20kg,33.91,Z32,T4,6
3492,KLM,7290,AMS - ORD,AMS,ORD,2023-04-19 0:06,2023-04-19 5:57,351,70,0,70,Yes,,261,128.92,CRJ900,UNKNOWN,96.66,First,Yes,2pc,15.67,N50,T1,19
3493,Qatar Airways,7104,CDG - IST,CDG,IST,2021-07-28 9:44,2021-07-28 16:18,394,4,0,4,No,,269,224.90,B777,2326,100,Economy,No,No,20.19,Y40,UNKNOWN,UNKNOWN
3494,United Airlines,UNKNOWN,ATL - AMS,ATL,AMS,2021-08-02 16:37,2021-08-02 23:09,392,-45,45,0,No,,87,75.55,B737,3417,100,First,No,20kg,25.11,Z8,T2,18
3495,British Airways,2183,ORD - NBO,ORD,NBO,2023-10-16 23:24,2023-10-17 9:40,616,36,0,36,No,,269,127.35,CRJ900,10991,87.73,Business,Yes,1pc,32.89,X6,T2,7
3496,Emirates,8574,AMS - JFK,AMS,JFK,2020-05-18 14:52,2020-05-18 21:26,394,-8,8,0,No,,223,142.17,CRJ900,UNKNOWN,98.6,Economy,No,23kg,19.38,O48,T2,16
3497,Singapore Airlines,4986,LOS - LHR,LOS,LHR,2022-03-29 0:46,2022-03-29 10:37,591,-29,0,0,No,,226,486.36,B737,9552,72.65,Business,Yes,1pc,50.17,X6,T3,10
3498,Emirates,1753,FRA - DOH,FRA,DOH,2023-09-28 5:25,2023-09-28 10:05,280,-59,59,0,No,,84,417.41,CRJ900,7881,92.45,First,No,1pc,15.79,J27,T4,7
3499,South African Airways,2032,ATL - JFK,ATL,JFK,2023-12-15 21:14,2023-12-16 8:48,694,6,0,6,No,,259,382.44,B777,1112,95.25,First,No,20kg,25.02,E1,T4,16
3500,Turkish Airlines,3877,LOS - LHR,LOS,LHR,2021-12-03 21:50,2021-12-03 22:52,62,17,0,17,No,,245,585.04,A320,2178,UNKNOWN,Business,Yes,1pc,18.51,T42,UNKNOWN,7
3501,Ethiopian Airlines,943,ATL - LAX,ATL,LAX,2022-04-14 9:26,2022-04-14 13:51,265,85,0,85,No,Weather,131,510.36,A320,14748,71.8,First,No,No,30.91,I15,T2,15
3503,British Airways,8956,AMS - CDG,AMS,CDG,2020-07-10 12:09,2020-07-10 14:07,118,22,0,22,No,,275,361.91,CRJ900,5079,100,First,Yes,2pc,14.94,V1,T2,16
3504,Singapore Airlines,5521,DOH - LHR,DOH,LHR,2021-04-14 13:07,2021-04-14 23:40,633,94,0,94,No,,196,409.74,CRJ900,11182,100,Business,Yes,1pc,23.31,O5,T4,13
3505,British Airways,469,LOS - ORD,LOS,ORD,2025-09-04 18:03,2025-09-05 5:46,703,-24,24,0,No,,42,266.95,A320,6440,100,Business,Yes,1pc,31.9,H5,UNKNOWN,20
3506,Ethiopian Airlines,3770,FRA - SIN,FRA,SIN,2020-10-27 10:40,2020-10-27 20:06,566,-36,36,0,No,,26,691.28,UNKNOWN,1468,100,Business,No,UNKNOWN,34.53,R18,T1,UNKNOWN
3507,British Airways,4849,DOH - NBO,DOH,NBO,2020-09-23 6:48,2020-09-23 17:19,631,0,0,0,No,,150,360.24,A350,12344,100,First,Yes,No,21.78,M31,T1,15
3508,Ethiopian Airlines,4218,ATL - LOS,ATL,LOS,2025-09-06 20:13,2025-09-06 23:14,181,-26,26,0,No,,9,104.33,CRJ900,6516,100,First,Yes,20kg,48.41,T20,T3,20
3509,South African Airways,6496,LOS - AMS,LOS,AMS,2022-12-04 2:56,2022-12-04 11:54,538,12,0,12,No,,226,150.52,CRJ900,10237,100,Economy,No,2pc,34.81,A17,T3,17
3510,South African Airways,5963,NBO - LOS,NBO,LOS,2024-08-09 5:21,2024-08-09 16:39,678,123,0,123,No,,194,806.47,A320,13786,95.45,First,No,20kg,37.77,Y9,T1,14
3511,American Airlines,1213,CDG - LAX,CDG,LAX,2023-07-10 5:04,2023-07-10 7:39,155,-51,51,0,No,,84,265.98,CRJ900,12394,92.05,Business,No,No,37.18,C12,T1,14
3512,KLM,2686,LOS - CDG,LOS,CDG,2025-01-06 5:11,2025-01-06 13:04,473,39,0,39,No,,193,65.71,B777,UNKNOWN,70.78,Business,No,1pc,14.37,V3,UNKNOWN,5
3513,American Airlines,1325,LOS - ORD,LOS,ORD,2024-09-15 23:33,2024-09-16 1:34,121,6,0,6,No,,160,15.32,A320,5309,100,First,No,1pc,29.84,W37,T4,16
3515,United Airlines,4055,LHR - AMS,LHR,AMS,2024-06-11 14:33,2024-06-11 21:20,407,13,0,13,No,,51,69.56,A320,6426,96.73,Business,UNKNOWN,2pc,8.93,L28,T2,15
3516,Air France,8292,ORD - LHR,ORD,LHR,2024-07-21 18:50,2024-07-22 3:51,541,58,0,58,No,,248,571.88,A380,1026,99.09,Business,No,No,26.97,N7,UNKNOWN,6
3517,Qatar Airways,5215,LOS - ORD,LOS,ORD,2024-01-15 5:28,2024-01-15 11:44,376,22,0,22,No,,112,336.11,B777,2638,89.41,Business,No,1pc,8.84,Z4,T1,14
3518,Lufthansa,6640,AMS - FRA,AMS,FRA,2024-11-14 8:40,2024-11-14 18:03,563,-62,62,0,No,,38,98.47,CRJ900,10205,88.74,Economy,No,2pc,34.22,B10,T4,13
3519,Ethiopian Airlines,1028,CDG - FRA,CDG,FRA,2022-01-02 2:44,2022-01-02 4:31,107,58,0,58,No,,263,386.51,CRJ900,14246,95.23,First,Yes,2pc,18.19,R26,UNKNOWN,6
3520,United Airlines,1916,DOH - CDG,DOH,CDG,2022-07-17 12:01,2022-07-17 15:16,195,-59,59,0,No,,72,576.54,CRJ900,11046,100,Business,No,2pc,27.46,Y17,T3,14
3521,Air France,7816,LAX - LOS,LAX,LOS,2023-05-11 14:44,2023-05-11 19:53,309,-21,21,0,No,,146,242.57,B737,10824,63.25,Economy,No,23kg,12.66,K31,T2,13
3522,Turkish Airlines,4409,LAX - AMS,LAX,AMS,2020-04-17 21:32,2020-04-18 3:45,373,70,0,70,No,,10,505.95,B737,10836,85.33,First,No,2pc,35.45,P29,T3,4
3523,British Airways,591,ATL - LOS,ATL,LOS,2024-04-08 23:23,2024-04-09 6:30,427,8,0,8,No,,135,404.25,A320,6208,100,Business,UNKNOWN,23kg,23.96,P20,UNKNOWN,20
3524,South African Airways,628,LAX - DXB,LAX,DXB,2024-11-09 17:14,2024-11-10 1:22,488,64,0,64,No,,39,623.36,CRJ900,UNKNOWN,84.79,Business,Yes,23kg,26.07,W1,T4,10
3525,United Airlines,7004,ATL - LOS,ATL,LOS,2024-11-10 13:02,2024-11-10 19:15,373,27,0,27,No,,235,459.40,B777,1552,89.41,Business,No,23kg,12.42,V8,T1,5
3526,Ethiopian Airlines,4374,DOH - LHR,DOH,LHR,2025-10-06 0:39,2025-10-06 9:58,559,33,0,33,No,,52,615.59,UNKNOWN,9817,78.1,Business,No,No,UNKNOWN,H24,UNKNOWN,13
3527,Ethiopian Airlines,1073,DOH - LOS,DOH,LOS,2021-01-08 16:51,2021-01-08 21:21,270,0,0,0,No,,68,390.17,CRJ900,12612,91.17,Economy,No,23kg,20.8,W20,T2,5
3528,Singapore Airlines,2382,IST - JFK,IST,JFK,2023-10-27 2:49,2023-10-27 4:32,103,3,0,3,No,,143,278.92,A380,13244,100,Business,Yes,23kg,37.89,G5,T1,18
3529,American Airlines,3446,NBO - ORD,NBO,ORD,2021-06-21 2:47,2021-06-21 12:47,600,-51,51,0,No,,127,470.84,B777,4544,84.39,Business,No,2pc,29.98,X38,T4,12
3530,Emirates,9063,ORD - DOH,ORD,DOH,2021-06-03 8:42,2021-06-03 19:12,630,11,0,11,No,,127,362.39,A320,3450,100,Business,No,20kg,18.64,J10,T3,4
3531,United Airlines,5500,AMS - LOS,AMS,LOS,2021-10-20 7:40,2021-10-20 18:22,642,0,0,0,No,,233,430.59,UNKNOWN,UNKNOWN,94.69,Economy,Yes,No,23.67,R36,T2,UNKNOWN
3532,Singapore Airlines,1121,DOH - NBO,DOH,NBO,2021-08-21 18:41,2021-08-21 21:12,151,38,0,38,No,,28,109.18,A320,7817,61.32,Economy,No,23kg,38.66,M13,T2,7
3533,Ethiopian Airlines,3960,ORD - ATL,ORD,ATL,2021-01-27 1:06,2021-01-27 6:30,324,18,0,18,No,,92,451.66,A350,14402,91.08,Economy,No,UNKNOWN,37.77,V3,T3,18
3534,Ethiopian Airlines,UNKNOWN,JFK - NBO,JFK,NBO,2023-08-08 9:07,2023-08-08 17:28,501,17,0,17,No,,186,542.35,CRJ900,2935,86.39,Economy,Yes,23kg,-,E40,UNKNOWN,14
3535,Emirates,9338,ORD - LOS,ORD,LOS,2020-08-31 11:34,2020-08-31 19:14,460,-7,7,0,No,,224,542.65,A380,10324,98.3,Business,No,2pc,19.63,R42,UNKNOWN,15
3536,Lufthansa,679,LAX - JFK,LAX,JFK,2025-10-23 9:31,2025-10-23 17:10,459,17,0,17,No,,270,419.59,CRJ900,11017,88.37,Business,No,2pc,28.23,I19,T1,UNKNOWN
3537,United Airlines,5766,LHR - LOS,LHR,LOS,2023-09-14 17:16,2023-09-15 3:51,635,43,0,43,No,,51,412.02,A350,6990,100,Economy,Yes,1pc,25.7,Y40,T1,9
3538,Emirates,1259,NBO - AMS,NBO,AMS,2021-09-19 8:11,2021-09-19 17:20,549,-55,55,0,No,,149,305.27,CRJ900,7710,78.3,First,Yes,2pc,39.32,X15,T1,16
3539,American Airlines,9900,FRA - ATL,FRA,ATL,2021-04-04 10:36,2021-04-04 19:25,529,-13,13,0,No,,113,347.00,CRJ900,738,100,Business,No,2pc,23.24,Q40,T2,4
3540,KLM,1420,DOH - ORD,DOH,ORD,2025-01-22 17:58,2025-01-23 4:31,633,-12,12,0,No,,183,746.54,B737,5609,84.6,Business,No,23kg,24.24,A20,T1,6
3541,Ethiopian Airlines,9134,SIN - DOH,SIN,DOH,2022-03-12 5:24,2022-03-12 13:48,504,31,0,31,No,,162,395.86,B737,373,UNKNOWN,First,Yes,No,29.71,T29,UNKNOWN,14
3542,South African Airways,7944,LHR - DXB,LHR,DXB,2022-09-20 10:14,2022-09-20 15:42,328,36,0,36,No,,15,80.85,A380,3568,100,Business,No,20kg,UNKNOWN,L13,T3,6
3544,American Airlines,783,LOS - CDG,LOS,CDG,2023-04-20 18:46,2023-04-21 4:33,587,-84,84,0,No,,107,274.48,B777,12955,83.95,Economy,No,UNKNOWN,43.79,M33,UNKNOWN,20
3545,South African Airways,683,IST - DXB,IST,DXB,2023-05-19 12:56,2023-05-20 0:11,675,5,0,5,No,,107,145.30,CRJ900,13831,94.16,Economy,No,2pc,33,I47,T1,9
3546,Air France,8236,LOS - ORD,LOS,ORD,2024-09-11 4:08,2024-09-11 6:06,118,-5,5,0,No,,32,634.35,A380,2958,87.71,First,No,2pc,54.23,L25,T4,11
3547,South African Airways,8416,IST - DOH,IST,DOH,2022-10-10 5:46,2022-10-10 7:25,99,15,0,15,No,,40,385.89,CRJ900,4093,88.53,First,No,23kg,21.54,J5,T2,13
3548,Delta Airlines,5838,DXB - DXB,DXB,DXB,2024-06-02 14:45,2024-06-02 22:10,445,76,0,76,No,,58,441.21,B777,13594,83.12,Business,Yes,2pc,32.44,G35,T3,10
3549,Emirates,7169,FRA - IST,FRA,IST,2023-11-24 10:40,2023-11-24 21:45,665,-76,76,0,No,,165,468.13,B737,3261,95.44,Economy,No,1pc,29.89,K3,T1,20
3550,American Airlines,7924,CDG - LOS,CDG,LOS,2020-02-08 9:54,2020-02-08 21:43,709,27,0,27,No,,261,267.73,A380,12537,62.55,Business,No,2pc,30.41,M22,T3,15
3551,Delta Airlines,5071,AMS - FRA,AMS,FRA,2025-04-19 18:33,2025-04-20 0:32,359,48,0,48,No,,154,116.88,CRJ900,4692,97.62,Business,Yes,2pc,21.21,K31,T4,8
3552,South African Airways,3831,FRA - LAX,FRA,LAX,2024-12-30 12:50,2024-12-30 20:24,454,43,0,43,No,,189,232.33,A380,6704,100,First,Yes,20kg,33.59,D9,T4,5
3553,Kenya Airways,451,SIN - FRA,SIN,FRA,2024-06-11 13:02,2024-06-11 17:28,266,46,0,46,No,,202,172.42,A320,11137,73.19,Business,Yes,1pc,11.63,Z18,T3,7
3554,British Airways,1006,ATL - JFK,ATL,JFK,2023-07-27 15:11,2023-07-27 21:46,395,52,0,52,No,,226,412.11,A350,4599,100,Business,Yes,2pc,47.98,T28,T1,6
3555,Turkish Airlines,531,LAX - NBO,LAX,NBO,2020-12-15 14:00,2020-12-16 0:52,652,-9,9,0,No,,115,393.85,CRJ900,12842,100,Business,Yes,2pc,47.13,U38,T1,8
3556,Delta Airlines,3314,LHR - LHR,LHR,LHR,2023-07-11 15:03,2023-07-12 0:36,573,-29,29,0,No,,46,295.52,CRJ900,UNKNOWN,84.19,Economy,No,2pc,26.71,I21,T2,9
3557,Air France,8852,LOS - ATL,LOS,ATL,2021-04-09 22:08,2021-04-10 2:05,237,-66,66,0,No,,112,701.10,CRJ900,13446,70.01,Business,Yes,1pc,40.52,C10,UNKNOWN,19
3558,American Airlines,6315,LOS - ATL,LOS,ATL,2021-04-05 10:34,2021-04-05 18:09,455,0,0,0,No,,244,221.85,B777,6708,78.94,Economy,No,2pc,27.07,U25,T4,5
3559,Lufthansa,UNKNOWN,AMS - ATL,AMS,ATL,2024-10-26 8:18,2024-10-26 15:28,430,-16,16,0,No,,29,95.15,B777,357,98.58,UNKNOWN,Yes,UNKNOWN,30.1,W33,T4,20
3560,Delta Airlines,9152,CDG - LHR,CDG,LHR,2024-12-31 15:32,2025-01-01 3:29,717,61,0,61,No,,23,373.89,A320,5018,88.07,First,No,2pc,23.19,U30,T1,15
3561,American Airlines,7999,ORD - FRA,ORD,FRA,2024-12-15 7:33,2024-12-15 13:50,377,3,0,3,No,,33,587.84,CRJ900,9003,94.31,Economy,No,1pc,38.2,U3,T3,4
3562,Lufthansa,UNKNOWN,ATL - ATL,ATL,ATL,2020-11-07 7:45,2020-11-07 14:53,428,0,0,0,No,,236,407.43,B737,12652,65.09,First,Yes,20kg,24.19,Z29,T4,13
3563,Kenya Airways,6442,LHR - SIN,LHR,SIN,2020-11-24 4:42,2020-11-24 12:05,443,-32,32,0,No,,140,278.67,A320,14899,96.56,Business,Yes,23kg,37.85,A21,T2,9
3564,Delta Airlines,6280,ORD - ORD,ORD,ORD,2024-10-14 4:44,2024-10-14 6:45,121,94,0,94,No,,290,398.09,A380,14783,88.52,First,Yes,23kg,29.58,B8,T2,4
3565,South African Airways,2151,NBO - JFK,NBO,JFK,2020-11-09 18:23,2020-11-10 3:47,564,14,0,14,No,,97,717.78,UNKNOWN,6053,87.46,Business,No,2pc,29.83,V15,T4,19
3566,American Airlines,7140,JFK - SIN,JFK,SIN,2022-06-07 20:37,2022-06-08 1:35,298,-16,16,0,No,,47,174.97,A320,14492,100,First,No,20kg,15.09,U49,T3,17
3568,American Airlines,9103,JFK - JFK,JFK,JFK,2022-12-04 8:44,2022-12-04 13:25,281,0,0,0,No,,184,483.99,A320,1593,92.65,Business,Yes,23kg,18.54,F26,T2,16
3569,Emirates,1993,DOH - JFK,DOH,JFK,2022-03-31 15:27,2022-03-31 18:35,188,42,0,42,No,,14,300.43,A380,9918,87.07,Business,No,No,49.4,T5,T2,16
3570,Turkish Airlines,7275,DOH - NBO,DOH,NBO,2023-04-05 1:47,2023-04-05 5:22,215,62,0,62,No,,255,264.73,B737,713,95.67,First,No,1pc,16.1,A24,T4,8
3571,Emirates,2033,LOS - IST,LOS,IST,2025-07-27 8:30,2025-07-27 15:47,437,-60,60,0,No,,119,292.96,A350,6828,92.18,UNKNOWN,Yes,1pc,28.53,Q33,T4,9
3572,United Airlines,6124,CDG - DXB,CDG,DXB,2024-02-17 15:49,2024-02-18 3:10,681,-10,10,0,No,,3,456.41,B737,5446,91,Economy,No,2pc,23.65,A4,T1,18
3573,Kenya Airways,5863,IST - ATL,IST,ATL,2024-11-12 5:08,2024-11-12 15:53,645,57,0,57,No,,94,444.75,A350,12532,90.58,UNKNOWN,Yes,23kg,19.6,H7,T2,16
3574,Qatar Airways,3272,LAX - CDG,LAX,CDG,2025-03-06 23:30,2025-03-07 7:46,496,-12,12,0,No,,53,768.94,A380,6637,76.09,First,Yes,1pc,22.09,V14,T4,11
3575,Delta Airlines,5721,CDG - FRA,CDG,FRA,2024-01-09 16:54,2024-01-09 21:20,266,31,0,31,No,,227,42.64,B737,12193,75.32,First,Yes,1pc,44.71,P42,T1,7
3576,American Airlines,7252,LOS - LAX,LOS,LAX,2020-04-26 9:38,2020-04-26 17:05,447,-15,15,0,No,,109,701.58,B777,4055,100,Economy,No,No,47.36,R14,UNKNOWN,19
3577,United Airlines,1049,LOS - NBO,LOS,NBO,2021-06-19 0:08,2021-06-19 9:07,539,-2,2,0,No,,232,309.10,B737,3082,73.98,First,No,20kg,19.54,J38,T3,8
3578,Singapore Airlines,4002,AMS - ATL,AMS,ATL,2022-05-05 16:22,2022-05-05 23:01,399,-7,7,0,No,,109,331.88,A350,14341,78.73,Economy,No,2pc,34.01,T47,UNKNOWN,7
3579,Ethiopian Airlines,3901,DXB - FRA,DXB,FRA,2023-06-05 23:54,2023-06-06 6:33,399,40,0,40,No,,120,521.75,B777,3249,90.79,UNKNOWN,Yes,2pc,20.81,R41,T3,14
3580,Lufthansa,1607,JFK - NBO,JFK,NBO,2021-03-22 22:25,2021-03-23 2:48,263,0,0,0,No,,246,520.48,A380,11231,100,Business,No,1pc,23.22,P32,T1,11
3581,Turkish Airlines,9743,CDG - DOH,CDG,DOH,2025-04-04 19:39,2025-04-04 23:19,220,23,0,23,No,,22,581.32,A320,6823,86.81,Business,No,No,9.51,Z8,T3,11
3582,Qatar Airways,3821,ORD - DXB,ORD,DXB,2025-10-16 5:05,2025-10-16 12:36,451,115,0,115,No,,2,342.03,A380,10115,81.68,Economy,No,2pc,40.98,D1,UNKNOWN,8
3583,Singapore Airlines,8885,CDG - DXB,CDG,DXB,2020-04-30 11:50,2020-04-30 21:43,593,-64,0,0,No,,148,224.17,B777,UNKNOWN,70.21,Economy,No,1pc,32.85,Q38,T1,10
3584,British Airways,9406,IST - IST,IST,IST,2023-05-14 16:26,2023-05-14 18:35,129,-2,2,0,No,,289,288.94,A380,2090,100,First,Yes,No,26,F46,T1,12
3585,South African Airways,850,SIN - ATL,SIN,ATL,2022-10-26 21:59,2022-10-27 5:43,464,112,0,112,No,,87,313.60,CRJ900,1460,57.92,First,Yes,20kg,39.46,A14,T3,4
3586,Turkish Airlines,4194,ATL - ATL,ATL,ATL,2020-06-02 3:24,2020-06-02 14:14,650,98,0,98,No,,80,361.97,A350,8250,79.29,First,No,No,28.05,O28,T3,16
3587,British Airways,1355,FRA - LAX,FRA,LAX,2022-04-14 11:06,2022-04-14 14:05,179,5,0,5,No,,282,480.27,B737,5717,85.23,Business,Yes,1pc,UNKNOWN,UNKNOWN,T4,7
3589,American Airlines,2176,FRA - JFK,FRA,JFK,2020-03-03 20:40,2020-03-03 22:35,115,0,0,0,No,,81,210.90,CRJ900,3144,87.45,Economy,No,No,27.16,D43,T4,UNKNOWN
3590,Singapore Airlines,3058,CDG - DOH,CDG,DOH,2022-07-30 13:24,2022-07-30 22:47,563,34,0,34,No,,7,367.76,A320,10075,72.58,First,Yes,No,29.75,Z42,T1,9
3591,South African Airways,816,FRA - ATL,FRA,ATL,2022-05-21 0:09,2022-05-21 2:52,163,45,0,45,No,,212,171.88,B777,3007,100,Business,Yes,23kg,27.01,K8,UNKNOWN,10
3592,Delta Airlines,5246,AMS - CDG,AMS,CDG,2024-03-07 9:47,2024-03-07 12:03,136,20,0,20,No,,39,258.24,B777,11366,UNKNOWN,Economy,No,No,26.08,V34,T3,4
3593,British Airways,5828,LAX - FRA,LAX,FRA,2025-10-28 18:16,2025-10-28 23:05,289,81,0,81,No,,106,561.07,B777,7640,72.42,First,Yes,20kg,30.83,UNKNOWN,T1,12
3594,Emirates,9969,JFK - LOS,JFK,LOS,2020-11-01 3:37,2020-11-01 8:54,317,50,0,50,No,,268,323.57,B737,3125,82.53,Economy,No,2pc,12.49,B19,UNKNOWN,17
3595,Ethiopian Airlines,4101,IST - ATL,IST,ATL,2021-12-09 5:44,2021-12-09 11:07,323,-14,14,0,No,,195,551.17,A320,13250,90.74,Economy,Yes,20kg,24.53,W43,T2,19
3596,Emirates,4890,CDG - DOH,CDG,DOH,2021-02-21 12:30,2021-02-21 19:00,390,94,0,94,No,,171,387.51,A380,9730,82.39,Economy,Yes,23kg,9.99,O9,T4,15
3597,Lufthansa,2225,CDG - AMS,CDG,AMS,2022-07-22 13:26,2022-07-22 17:27,241,40,0,40,No,,138,255.14,B777,1464,100,Business,No,23kg,25.07,A47,T2,8
3598,United Airlines,6617,FRA - AMS,FRA,AMS,2023-10-08 16:43,2023-10-09 2:52,609,6,0,6,No,,218,263.37,CRJ900,6842,78.2,Business,Yes,20kg,20.52,B38,UNKNOWN,5
3599,South African Airways,7943,ORD - AMS,ORD,AMS,2022-09-23 21:40,2022-09-23 23:06,86,-65,65,0,No,,206,116.79,A350,9978,84.43,Business,Yes,1PC,UNKNOWN,Z49,T1,6
3600,British Airways,2105,NBO - LOS,NBO,LOS,2022-04-17 1:24,2022-04-17 6:59,335,-40,40,0,No,,27,830.64,B737,4970,88.72,Business,Yes,2pc,-,B34,T3,10
3601,Delta Airlines,1358,SIN - ATL,SIN,ATL,2023-07-18 20:49,2023-07-19 8:40,711,83,0,83,No,,87,572.10,A320,2487,92.68,Economy,No,2pc,26.34,E24,T4,16
3602,Ethiopian Airlines,1351,NBO - SIN,NBO,SIN,2025-02-22 14:30,2025-02-22 20:28,358,84,0,84,No,,160,470.75,A380,12697,86.53,UNKNOWN,No,2pc,8.52,Q48,T1,UNKNOWN
3603,Emirates,9007,LOS - ORD,LOS,ORD,2020-10-04 9:42,2020-10-04 18:41,539,-55,55,0,No,,138,259.67,A350,2342,94.86,Business,Yes,1pc,19.14,Z24,UNKNOWN,19
3604,Singapore Airlines,8208,LOS - NBO,LOS,NBO,2023-10-04 8:46,2023-10-04 17:23,517,-49,49,0,No,,174,375.51,A350,14095,100,First,Yes,23kg,37.78,Y19,UNKNOWN,12
3605,Ethiopian Airlines,5948,NBO - NBO,NBO,NBO,2021-10-18 18:25,2021-10-19 2:55,510,0,0,0,No,,277,164.54,B737,10143,100,Economy,UNKNOWN,20kg,37.82,H47,T4,18
3606,Qatar Airways,7366,CDG - LAX,CDG,LAX,2024-02-14 3:58,2024-02-14 10:48,410,97,0,97,No,,141,169.77,CRJ900,5904,100,Economy,No,1pc,35.27,X34,T2,14
3607,Ethiopian Airlines,5059,IST - SIN,IST,SIN,2024-05-23 17:08,2024-05-24 5:02,714,-29,29,0,No,,241,302.05,B737,4242,100,UNKNOWN,Yes,20kg,18.51,D27,UNKNOWN,6
3608,Turkish Airlines,6111,CDG - SIN,CDG,SIN,2023-03-07 16:45,2023-03-08 0:24,459,0,0,0,No,,42,364.28,B737,9150,74.79,Economy,Yes,No,32.32,L17,UNKNOWN,20
3609,United Airlines,9134,AMS - NBO,AMS,NBO,2020-06-23 15:00,2020-06-23 20:12,312,-36,36,0,No,,32,307.35,B777,4414,71.1,First,Yes,No,22.16,J12,T3,14
3610,Air France,4895,DXB - DXB,DXB,DXB,2024-05-19 21:17,2024-05-20 5:55,518,14,0,14,No,,285,656.58,A380,1358,100,First,Yes,23kg,19.85,A6,T4,12
3611,Kenya Airways,4101,IST - JFK,IST,JFK,2021-05-08 21:50,2021-05-09 7:08,558,80,0,80,No,,15,512.22,B737,9243,100,Economy,No,No,30.35,L30,T4,10
3612,KLM,8348,FRA - IST,FRA,IST,2021-02-25 10:47,2021-02-25 14:32,225,40,0,40,Yes,,42,445.84,A320,8038,77.52,First,No,2pc,21.01,X9,T4,15
3613,KLM,1810,LAX - CDG,LAX,CDG,2024-06-16 21:36,2024-06-17 5:30,474,31,0,31,No,,161,483.13,A380,6594,79.17,Economy,Yes,23kg,29.83,E13,T3,6
3614,Emirates,984,AMS - SIN,AMS,SIN,2024-11-01 19:16,2024-11-02 3:57,521,10,0,10,No,,124,232.51,CRJ900,1619,70.16,Economy,No,1pc,31.12,P16,T1,14
3615,British Airways,5779,IST - LHR,IST,LHR,2020-03-30 22:31,2020-03-31 1:24,173,27,0,27,No,,35,129.03,CRJ900,8227,99.39,Business,No,No,33.1,B12,T3,17
3616,Emirates,6831,ORD - LOS,ORD,LOS,2021-06-23 18:47,2021-06-24 2:59,492,26,0,26,No,,57,367.54,B737,6839,90.15,Business,UNKNOWN,No,39.12,I6,T3,8
3617,KLM,8066,AMS - DXB,AMS,DXB,2021-08-21 21:29,2021-08-22 4:24,415,0,0,0,No,,292,436.92,A380,6333,93.29,Economy,No,No,13.29,Y21,T1,7
3618,American Airlines,4683,IST - IST,IST,IST,2021-09-15 15:16,2021-09-15 19:42,266,-6,6,0,No,,167,222.34,A350,11335,81.93,First,Yes,1pc,39.57,S38,T2,19
3619,South African Airways,1385,FRA - ATL,FRA,ATL,2020-06-28 1:01,2020-06-28 5:55,294,-15,15,0,No,,208,513.31,A320,8139,71.76,First,Yes,2pc,20.86,H22,T4,10
3620,Qatar Airways,3435,ORD - JFK,ORD,JFK,2022-02-14 3:20,2022-02-14 11:41,501,-24,24,0,No,,29,477.86,B777,UNKNOWN,57.32,Economy,No,-,34.02,Q9,UNKNOWN,7
3621,American Airlines,2346,IST - LHR,IST,LHR,2020-04-12 17:57,2020-04-13 0:51,414,-22,22,0,No,,77,219.43,CRJ900,2819,95.86,Economy,Yes,20kg,47.21,G28,UNKNOWN,19
3622,Air France,8635,LAX - NBO,LAX,NBO,2023-11-19 3:16,2023-11-19 12:50,574,7,0,7,No,,246,576.03,B737,11175,87.88,Economy,Yes,20kg,22.02,I30,UNKNOWN,11
3623,American Airlines,3877,ATL - SIN,ATL,SIN,2020-06-06 1:58,2020-06-06 6:25,267,0,0,0,No,,207,582.15,A380,4432,77,Economy,Yes,20kg,21.6,B43,T2,15
3624,British Airways,5096,DXB - SIN,DXB,SIN,2023-01-24 15:30,2023-01-24 18:34,184,-9,9,0,No,,97,763.53,CRJ900,14336,80.82,First,No,23kg,19.76,B30,T1,7
